column,family,present_in,verdict,canonical,audit_test,usage_scope,reason
lower_lows_count_20,lower_lows_count,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
lower_lows_count_200,lower_lows_count,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
lower_lows_count_3,lower_lows_count,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
lower_lows_count_30,lower_lows_count,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
lower_lows_count_5,lower_lows_count,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
lower_lows_count_50,lower_lows_count,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
lower_timeframe_momentum,lower_timeframe_momentum,44/50,REDUNDANT_ALIAS,return_simple_3,A4,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP",identique bit-a-bit a `return_simple_3` sur 3/7 symboles : utilisable mais n'apporte AUCUNE information nouvelle (utiliser le nom canonique)
lower_wick,lower_wick,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
lower_wick_range,lower_wick_range,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
lower_wick_to_range,lower_wick_to_range,49/50,REDUNDANT_ALIAS,lower_wick_range,A4,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP",identique bit-a-bit a `lower_wick_range` sur 6/7 symboles : utilisable mais n'apporte AUCUNE information nouvelle (utiliser le nom canonique)
lowpass_filtered_price_1,lowpass_filtered_price,50/50,REDUNDANT_ALIAS,close,A4,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP",identique bit-a-bit a `close` sur 7/7 symboles : utilisable mais n'apporte AUCUNE information nouvelle (utiliser le nom canonique)
lowpass_filtered_price_10,lowpass_filtered_price,50/50,REDUNDANT_ALIAS,ema_10,A4,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP",identique bit-a-bit a `ema_10` sur 7/7 symboles : utilisable mais n'apporte AUCUNE information nouvelle (utiliser le nom canonique)
lowpass_filtered_price_100,lowpass_filtered_price,50/50,REDUNDANT_ALIAS,ema_100,A4,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP",identique bit-a-bit a `ema_100` sur 7/7 symboles : utilisable mais n'apporte AUCUNE information nouvelle (utiliser le nom canonique)
lowpass_filtered_price_14,lowpass_filtered_price,50/50,REDUNDANT_ALIAS,ema_14,A4,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP",identique bit-a-bit a `ema_14` sur 7/7 symboles : utilisable mais n'apporte AUCUNE information nouvelle (utiliser le nom canonique)
lowpass_filtered_price_2,lowpass_filtered_price,50/50,REDUNDANT_ALIAS,ema_2,A4,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP",identique bit-a-bit a `ema_2` sur 7/7 symboles : utilisable mais n'apporte AUCUNE information nouvelle (utiliser le nom canonique)
lowpass_filtered_price_20,lowpass_filtered_price,50/50,REDUNDANT_ALIAS,ema_20,A4,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP",identique bit-a-bit a `ema_20` sur 7/7 symboles : utilisable mais n'apporte AUCUNE information nouvelle (utiliser le nom canonique)
lowpass_filtered_price_200,lowpass_filtered_price,50/50,REDUNDANT_ALIAS,ema_200,A4,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP",identique bit-a-bit a `ema_200` sur 7/7 symboles : utilisable mais n'apporte AUCUNE information nouvelle (utiliser le nom canonique)
lowpass_filtered_price_3,lowpass_filtered_price,50/50,REDUNDANT_ALIAS,ema_3,A4,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP",identique bit-a-bit a `ema_3` sur 7/7 symboles : utilisable mais n'apporte AUCUNE information nouvelle (utiliser le nom canonique)
lowpass_filtered_price_30,lowpass_filtered_price,50/50,REDUNDANT_ALIAS,ema_30,A4,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP",identique bit-a-bit a `ema_30` sur 7/7 symboles : utilisable mais n'apporte AUCUNE information nouvelle (utiliser le nom canonique)
lowpass_filtered_price_5,lowpass_filtered_price,50/50,REDUNDANT_ALIAS,ema_5,A4,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP",identique bit-a-bit a `ema_5` sur 7/7 symboles : utilisable mais n'apporte AUCUNE information nouvelle (utiliser le nom canonique)
lowpass_filtered_price_50,lowpass_filtered_price,50/50,REDUNDANT_ALIAS,ema_50,A4,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP",identique bit-a-bit a `ema_50` sur 7/7 symboles : utilisable mais n'apporte AUCUNE information nouvelle (utiliser le nom canonique)
lsr_z_1d,lsr_z_1d,2/50,NOT_UNIVERSAL,,A1,sous-ensemble de symboles seulement — interdit en cross-section,presente sur 2/50 symboles seulement
lunch_period_flag,lunch_period_flag,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
ma_spread_100_200,ma_spread_100,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
ma_spread_10_200,ma_spread_10,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
ma_spread_14_200,ma_spread_14,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
ma_spread_1_200,ma_spread_1,50/50,REDUNDANT_ALIAS,distance_sma_200,A4,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP",identique bit-a-bit a `distance_sma_200` sur 7/7 symboles : utilisable mais n'apporte AUCUNE information nouvelle (utiliser le nom canonique)
ma_spread_20_200,ma_spread_20,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
ma_spread_2_200,ma_spread_2,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
ma_spread_30_200,ma_spread_30,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
ma_spread_3_200,ma_spread_3,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
ma_spread_50_200,ma_spread_50,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
ma_spread_5_200,ma_spread_5,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
macd,macd,50/50,REDUNDANT_ALIAS,macd_14,A4,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP",identique bit-a-bit a `macd_14` sur 7/7 symboles : utilisable mais n'apporte AUCUNE information nouvelle (utiliser le nom canonique)
macd_1,macd,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
macd_10,macd,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
macd_100,macd,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
macd_14,macd,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
macd_2,macd,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
macd_20,macd,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
macd_200,macd,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
macd_3,macd,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
macd_30,macd,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
macd_5,macd,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
macd_50,macd,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
macd_hist,macd_hist,50/50,REDUNDANT_ALIAS,macd_histogram_14,A4,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP",identique bit-a-bit a `macd_histogram_14` sur 7/7 symboles : utilisable mais n'apporte AUCUNE information nouvelle (utiliser le nom canonique)
macd_hist_1,macd_hist,50/50,REDUNDANT_ALIAS,macd_histogram_1,A4,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP",identique bit-a-bit a `macd_histogram_1` sur 7/7 symboles : utilisable mais n'apporte AUCUNE information nouvelle (utiliser le nom canonique)
macd_hist_10,macd_hist,50/50,REDUNDANT_ALIAS,macd_histogram_10,A4,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP",identique bit-a-bit a `macd_histogram_10` sur 7/7 symboles : utilisable mais n'apporte AUCUNE information nouvelle (utiliser le nom canonique)
macd_hist_100,macd_hist,50/50,REDUNDANT_ALIAS,macd_histogram_100,A4,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP",identique bit-a-bit a `macd_histogram_100` sur 7/7 symboles : utilisable mais n'apporte AUCUNE information nouvelle (utiliser le nom canonique)
macd_hist_14,macd_hist,50/50,REDUNDANT_ALIAS,macd_histogram_14,A4,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP",identique bit-a-bit a `macd_histogram_14` sur 7/7 symboles : utilisable mais n'apporte AUCUNE information nouvelle (utiliser le nom canonique)
macd_hist_2,macd_hist,50/50,REDUNDANT_ALIAS,macd_histogram_2,A4,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP",identique bit-a-bit a `macd_histogram_2` sur 7/7 symboles : utilisable mais n'apporte AUCUNE information nouvelle (utiliser le nom canonique)
macd_hist_20,macd_hist,50/50,REDUNDANT_ALIAS,macd_histogram_20,A4,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP",identique bit-a-bit a `macd_histogram_20` sur 7/7 symboles : utilisable mais n'apporte AUCUNE information nouvelle (utiliser le nom canonique)
macd_hist_200,macd_hist,50/50,REDUNDANT_ALIAS,macd_histogram_200,A4,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP",identique bit-a-bit a `macd_histogram_200` sur 7/7 symboles : utilisable mais n'apporte AUCUNE information nouvelle (utiliser le nom canonique)
macd_hist_3,macd_hist,50/50,REDUNDANT_ALIAS,macd_histogram_3,A4,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP",identique bit-a-bit a `macd_histogram_3` sur 7/7 symboles : utilisable mais n'apporte AUCUNE information nouvelle (utiliser le nom canonique)
macd_hist_30,macd_hist,50/50,REDUNDANT_ALIAS,macd_histogram_30,A4,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP",identique bit-a-bit a `macd_histogram_30` sur 7/7 symboles : utilisable mais n'apporte AUCUNE information nouvelle (utiliser le nom canonique)
macd_hist_5,macd_hist,50/50,REDUNDANT_ALIAS,macd_histogram_5,A4,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP",identique bit-a-bit a `macd_histogram_5` sur 7/7 symboles : utilisable mais n'apporte AUCUNE information nouvelle (utiliser le nom canonique)
macd_hist_50,macd_hist,50/50,REDUNDANT_ALIAS,macd_histogram_50,A4,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP",identique bit-a-bit a `macd_histogram_50` sur 7/7 symboles : utilisable mais n'apporte AUCUNE information nouvelle (utiliser le nom canonique)
macd_hist_slope,macd_hist_slope,49/50,NOT_UNIVERSAL,,A1,sous-ensemble de symboles seulement — interdit en cross-section,presente sur 49/50 symboles seulement
macd_histogram_1,macd_histogram,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
macd_histogram_10,macd_histogram,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
macd_histogram_100,macd_histogram,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
macd_histogram_14,macd_histogram,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
macd_histogram_2,macd_histogram,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
macd_histogram_20,macd_histogram,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
macd_histogram_200,macd_histogram,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
macd_histogram_3,macd_histogram,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
macd_histogram_30,macd_histogram,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
macd_histogram_5,macd_histogram,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
macd_histogram_50,macd_histogram,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
macd_signal,macd_signal,50/50,REDUNDANT_ALIAS,macd_signal_14,A4,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP",identique bit-a-bit a `macd_signal_14` sur 7/7 symboles : utilisable mais n'apporte AUCUNE information nouvelle (utiliser le nom canonique)
macd_signal_1,macd_signal,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
macd_signal_10,macd_signal,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
macd_signal_100,macd_signal,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
macd_signal_14,macd_signal,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
macd_signal_2,macd_signal,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
macd_signal_20,macd_signal,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
macd_signal_200,macd_signal,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
macd_signal_3,macd_signal,50/50,USABLE,,A1-A8,"toute la periode SAUF la queue post-bascule de source (voir usage_scope de `close`) ; DOGEUSDT et XRPUSDT sont SPOT sur tout l'historique, pas PERP","causale par construction (verifie dans data_pipeline/enriched_ohlcv_features.py : fenetres .rolling() strictement trailing, aucun center=True, aucun shift(-n)), non degeneree, universelle"
